18:46:19,0.4471,0.4874,-1.2678,1.43,3
18:46:29,0.3566,1.691,-1.2292,2.121,3
18:46:39,0.8576,0.9277,-3.7581,3.965,3
18:46:49,-0.6135,-1.7559,2.1617,2.852,3
18:46:59,0.7166,0.0364,0.9015,1.152,3
18:47:09,2.0411,-0.5516,-1.3169,2.491,3
18:47:19,1.92,-0.6903,-1.3592,2.452,3
18:47:29,-2.7264,0.8855,5.4317,6.142,3
18:47:39,-0.2766,1.0569,0.5412,1.219,3
18:47:49,-1.6753,-3.1792,3.6638,5.132,3
18:47:59,-0.2256,-0.483,-0.2691,0.597,3
18:48:09,0.6195,-0.3975,-1.1195,1.34,3
18:48:19,0.8988,0.4156,-0.9704,1.386,3
18:48:29,-0.7179,0.8652,1.1812,1.631,3
18:48:39,0.8489,0.6014,-0.6543,1.229,3
18:48:49,-1.1964,-0.9347,-0.2977,1.547,3
18:48:59,0.7307,0.2787,1.4326,1.632,3
18:49:09,0.5527,-0.1277,1.0835,1.223,3
18:49:19,-1.5516,0.9971,-0.8071,2.013,3
18:49:29,1.6122,0.4762,-0.8875,1.901,3
18:49:39,-0.1025,-0.6784,6.4295,6.466,3
18:49:49,-0.6903,-1.055,-1.7776,2.179,3
18:49:59,-0.1698,-0.0725,1.4399,1.452,3
18:50:09,0.1573,-0.6153,-3.4803,3.538,3
